"delGcox0"	"delGd0"	"delGd"	"delGcat0"	"delGcat"	"delGan0_O2"	"delGan_O2"	"delGdis_O2"	"lambda_O2"	"stoichD_donor"	"stoichD_h2o"	"stoichD_hco3"	"stoichD_nh4"	"stoichD_hpo4"	"stoichD_hs"	"stoichD_h"	"stoichD_e"	"stoichD_acceptor"	"stoichD_biom"	"stoichA_donor"	"stoichA_h2o"	"stoichA_hco3"	"stoichA_nh4"	"stoichA_hpo4"	"stoichA_hs"	"stoichA_h"	"stoichA_e"	"stoichA_acceptor"	"stoichA_biom"	"stoichCat_donor"	"stoichCat_h2o"	"stoichCat_hco3"	"stoichCat_nh4"	"stoichCat_hpo4"	"stoichCat_hs"	"stoichCat_h"	"stoichCat_e"	"stoichCat_acceptor"	"stoichCat_biom"	"stoichAn_O2_donor"	"stoichAn_O2_h2o"	"stoichAn_O2_hco3"	"stoichAn_O2_nh4"	"stoichAn_O2_hpo4"	"stoichAn_O2_hs"	"stoichAn_O2_h"	"stoichAn_O2_e"	"stoichAn_O2_acceptor"	"stoichAn_O2_biom"	"stoichMet_O2_donor"	"stoichMet_O2_h2o"	"stoichMet_O2_hco3"	"stoichMet_O2_nh4"	"stoichMet_O2_hpo4"	"stoichMet_O2_hs"	"stoichMet_O2_h"	"stoichMet_O2_e"	"stoichMet_O2_acceptor"	"stoichMet_O2_biom"	"formula"
76.33125	1221.3	-2774.08433552224	-7737.625	-8816.37877059101	-25.3565625000002	-60.81559847776	465.116279069767	0.0458579073236556	-1	-65	16	3	7	0	100	73	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-28.5	16	3	7	0	27	0	-18.25	0	-0.0625	-1.38125	0	-0.0125	0.4375	0	0.887499999999999	0	-0.0906250000000002	1	-0.108357907323656	-2.68820035872419	0.73372651717849	0.125073721970967	0.758505351265589	0	2.1256634977387	0	-0.927531808656716	1	"C16H5N3O11S7"
1.51875	24.3	-1853.53063769545	-3780.175	-4419.43649368356	-53.9077419354838	-108.554288976175	465.116279069767	0.0806804194614417	-1	-36	16	3	1	1	47	31	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-20.5	16	3	1	1	16	0	-7.75	0	-0.135483870967742	-2.37741935483871	1.16774193548387	0.206451612903226	0.135483870967742	0.135483870967742	1.36774193548387	0	0	1	-0.216164290429184	-4.03136795379826	2.45862864686694	0.448492871287551	0.216164290429184	0.216164290429184	2.65862864686694	0	-0.625273250826173	1	"C16H5N3O16SP"
13.9875	223.8	-1893.75369782679	-4439.75	-5039.05765032834	-32.4642105263158	-66.7404024573749	465.116279069767	0.0790576143907453	-1	-34	16	1	0	0	53	38	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-15	16	1	0	0	15	0	-9.5	0	-0.110526315789474	-1.2578947368421	0.768421052631579	-0.0894736842105263	0	0	0.857894736842104	0	0	1	-0.189583930180219	-2.44375895270328	2.0333428828835	-0.0104160698197811	0	0	2.04375895270328	0	-0.75104733671208	1	"C16H5NO14"
70.9875	1135.8	-2699.76896210135	-7454.95	-8493.74992723578	-7.68937500000015	-40.6512957680586	465.116279069768	0.049973802730009	-1	-60	16	2	6	0	96	70	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-25	16	2	6	0	26	0	-17.5	0	-0.0625	-1.1625	0	-0.075	0.375	0	0.824999999999999	0	-0.0437500000000002	1	-0.112473802730009	-2.41184506825022	0.799580843680143	0.0249476054600179	0.674842816380054	0	2.12431887098023	0	-0.918291547775157	1	"C16H6N2O12S6"
65.64375	1050.3	-2745.31511874613	-7172.275	-8290.98261394623	8.63970149253731	-29.5251638020035	465.116279069767	0.0525379361591059	-1	-60	16	2	7	0	95	67	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-26.5	16	2	7	0	28	0	-16.75	0	-0.0626865671641791	-1.26119402985075	0.0029850746268655	-0.0746268656716418	0.438805970149254	0	0.955223880597014	0	0	1	-0.115224503323285	-2.65344933806705	0.84359205317256	0.03044900664657	0.806571523262995	0	2.42628609305198	0	-0.880010430665024	1	"C16H6N2O16S7"
53.175	850.8	-2585.23052854913	-6512.7	-7551.49992723578	2.35599999999988	-38.3969202223269	465.116279069767	0.0565078941878029	-1	-55	16	2	6	0	86	60	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-25	16	2	6	0	26	0	-15	0	-0.07	-1.35	0.12	-0.06	0.42	0	1.02	0	0	1	-0.126507894187803	-2.76269735469507	1.02412630700485	0.0530157883756057	0.759047365126817	0	2.48920524888287	0	-0.847618412817043	1	"C16H6N2O17S6"
63.8625	1021.8	-2494.13821525957	-7078.05	-7957.03455381489	7.8236363636363	-16.1486696494971	465.116279069767	0.0564239863964168	-1	-55	16	2	4	0	88	66	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-22	16	2	4	0	22	0	-16.5	0	-0.0636363636363636	-0.999999999999999	0.018181818181818	-0.0727272727272728	0.254545454545455	0	0.599999999999999	0	0	1	-0.12006035003278	-2.24132770072117	0.920965600524488	0.0401207000655609	0.480241400131122	0	1.84132770072117	0	-0.930995775540878	1	"C16H6N2O9S4"
83.45625	1335.3	-2540.22280545657	-8114.525	-8913.60186710445	-48.9128125000001	-66.8920420098501	465.116279069767	0.0446760179551613	-1	-59	16	2	3	0	97	77	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-20.5	16	2	3	0	20	0	-19.25	0	-0.0625	-0.88125	0	-0.075	0.1875	0	0.449999999999999	0	-0.153125	1	-0.107176017955161	-1.79710836808081	0.71481628728258	0.0143520359103225	0.321528053865484	0	1.34352035910322	0	-1.01313834563685	1	"C16H6N2OS3"
92.3625	1477.8	-2677.39970894313	-8585.65	-9464.63455381489	-78.3581250000001	-101.331584929253	465.116279069768	0.0384362113584073	-1	-63	16	2	4	0	104	82	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-22	16	2	4	0	22	0	-20.5	0	-0.0625	-0.975	0	-0.075	0.25	0	0.574999999999999	0	-0.23125	1	-0.100936211358407	-1.82059664988496	0.614979381734517	0.00187242271681468	0.403744845433629	0	1.42059664988496	0	-1.01919233284735	1	"C16H6N2OS4"
46.05	736.8	-2299.6920949969	-6135.8	-6934.87686710445	-1.93999999999997	-29.9076903486556	465.116279069767	0.062756498357674	-1	-44	16	0	2	0	76	56	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-16	16	0	2	0	20	0	-14	0	-0.075	-0.799999999999999	0.2	-0.2	0.15	0	0.699999999999999	0	0	1	-0.137756498357674	-1.80410397372278	1.20410397372278	-0.2	0.275512996715348	0	1.95512996715348	0	-0.878590977007436	1	"C16H6O12S2"
78.1125	1249.8	-2825.49202223269	-7831.85	-8950.55761394623	-31.2456250000001	-69.2017761874614	465.116279069767	0.0442335014150868	-1	-59	16	0	6	0	102	74	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-22	16	0	6	0	28	0	-18.5	0	-0.0625	-0.975	0	-0.2	0.375	0	0.949999999999999	0	-0.10625	1	-0.106733501415087	-1.94813703113191	0.707736022641388	-0.2	0.640401008490521	0	2.18853803962243	0	-0.924569776179105	1	"C16H6O13S6"
47.83125	765.3	-2550.86899848346	-6230.025	-7268.82492723578	-0.809473684210445	-45.3895515331954	465.116279069767	0.0577434085616624	-1	-49	16	0	5	0	83	57	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-20.5	16	0	5	0	26	0	-14.25	0	-0.0736842105263158	-1.11052631578947	0.178947368421052	-0.2	0.368421052631579	0	1.11578947368421	0	0	1	-0.131427619087978	-2.29426619130355	1.10284190540765	-0.2	0.657138095439891	0	2.61711809628743	0	-0.82284357200369	1	"C16H6O19S5"
110.175	1762.8	-3031.66120262669	-9527.9	-10646.6076139462	-137.24875	-175.204901187461	465.116279069767	0.0272303994281281	-1	-68	16	0	6	0	120	92	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-22	16	0	6	0	28	0	-23	0	-0.0625	-0.975	0	-0.2	0.375	0	0.949999999999999	0	-0.3875	1	-0.0897303994281281	-1.57406878741882	0.43568639085005	-0.2	0.538382396568769	0	1.71245118398759	0	-1.01379918684695	1	"C16H6O4S6"
119.08125	1905.3	-3168.83810611325	-9999.025	-11197.6403006567	-166.6940625	-209.644444106864	465.116279069768	0.0228147920547083	-1	-72	16	0	7	0	127	97	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-23.5	16	0	7	0	30	0	-24.25	0	-0.0625	-1.06875	0	-0.2	0.4375	0	1.075	0	-0.465625	1	-0.0853147920547083	-1.60489761328564	0.365036672875333	-0.2	0.597203544382958	0	1.75944376164125	0	-1.01888370732668	1	"C16H6O4S7"
103.05	1648.8	-2826.03045578491	-9151	-10109.8922405253	-113.6925	-141.660190348656	465.116279069768	0.0319940194243163	-1	-63	16	0	4	0	112	88	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-19	16	0	4	0	24	0	-22	0	-0.0625	-0.7875	0	-0.2	0.25	0	0.699999999999999	0	-0.325	1	-0.0944940194243163	-1.39538636906201	0.51190431078906	-0.2	0.377976077697265	0	1.46785646618359	0	-1.02886842733496	1	"C16H6OS4"
47.83125	765.3	-2271.1920949969	-6230.025	-6989.14802374923	-0.809473684210474	-24.7817796973439	465.116279069768	0.0630026002992297	-1	-50	16	3	3	0	76	57	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21.5	16	3	3	0	19	0	-14.25	0	-0.0736842105263158	-1.18421052631579	0.178947368421052	0.0210526315789473	0.221052631578947	0	0.599999999999999	0	0	1	-0.136686810825545	-2.53876643274923	1.18698897320873	0.210060432476636	0.410060432476636	0	1.79704940568536	0	-0.897787054264023	1	"C16H7N3O10S3"
-7.3875	-118.2	-1716.3537342089	-3309.05	-3868.40380697311	-76.2938461538461	-134.687924903786	465.116279069767	0.0854172342531452	-1	-31	16	3	0	1	40	26	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-18	16	3	0	1	14	0	-6.5	0	-0.161538461538462	-2.50769230769231	1.58461538461538	0.284615384615384	0	0.161538461538462	1.46153846153846	0	0	1	-0.246955695791607	-4.04520252424892	2.95129113266571	0.54086708737482	0	0.246955695791607	2.65737974108249	0	-0.555212022645444	1	"C16H7N3O17P"
21.1125	337.8	-1899.61522789246	-4816.65	-5376.00380697311	-23.4199999999999	-47.3923060131333	465.116279069768	0.0777015768692002	-1	-39	16	3	0	1	56	42	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-18	16	3	0	1	14	0	-10.5	0	-0.1	-1.4	0.6	0.1	0	0.1	0.599999999999999	0	0	1	-0.1777015768692	-2.7986283836456	1.8432252299072	0.3331047306076	0	0.1777015768692	1.6878220761688	0	-0.815866557126602	1	"C16H7N3O9P"
101.26875	1620.3	-2854.53045578491	-9056.775	-10055.6210838806	-107.8034375	-138.268243058357	465.116279069768	0.032504012759128	-1	-65	16	1	5	0	112	87	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21.5	16	1	5	0	25	0	-21.75	0	-0.0625	-0.94375	0	-0.1375	0.3125	0	0.762499999999999	0	-0.309375	1	-0.095004012759128	-1.64258627432125	0.520064204146048	-0.104995987240872	0.47502006379564	0	1.5751003189782	0	-1.01633727751103	1	"C16H7NO3S5"
53.175	850.8	-2425.41515512824	-6512.7	-7391.68455381489	2.35600000000005	-27.2098440828645	465.116279069767	0.0592431172892648	-1	-51	16	2	4	0	82	60	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21	16	2	4	0	22	0	-15	0	-0.07	-1.07	0.12	-0.06	0.28	0	0.739999999999999	0	0	1	-0.129243117289265	-2.31410546307456	1.06788987662824	0.0584862345785297	0.516972469157059	0	2.04334858036383	0	-0.888646759338973	1	"C16H8N2O13S4"
49.6125	793.8	-2402.50746841779	-6324.25	-7203.23455381489	0.282068965517169	-31.4054619713833	465.116279069767	0.0602105642761122	-1	-50	16	2	4	0	80	58	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21	16	2	4	0	22	0	-14.5	0	-0.0724137931034483	-1.12068965517241	0.158620689655172	-0.0551724137931035	0.289655172413793	0	0.793103448275861	0	0	1	-0.13262435737956	-2.38511150497077	1.12198971807297	0.0652487147591209	0.530497429518242	0	2.11773586235033	0	-0.873053182003627	1	"C16H8N2O14S4"
63.8625	1021.8	-2653.95358868046	-7078.05	-8116.84992723578	7.82363636363641	-26.31873886719	465.116279069767	0.0540600780027002	-1	-57	16	2	6	0	92	66	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-24	16	2	6	0	26	0	-16.5	0	-0.0636363636363636	-1.12727272727273	0.018181818181818	-0.0727272727272728	0.381818181818182	0	0.854545454545454	0	0	1	-0.117696441639064	-2.42471459933753	0.88314306622502	0.0353928832781275	0.706178649834383	0	2.26010748261566	0	-0.891991287044552	1	"C16H8N2O15S6"
72.76875	1164.3	-2791.13049216702	-7549.175	-8667.88261394623	-13.5784375000001	-51.5345886874614	465.116279069768	0.0477142698860356	-1	-61	16	2	7	0	99	71	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-25.5	16	2	7	0	28	0	-17.75	0	-0.0625	-1.19375	0	-0.075	0.4375	0	0.949999999999999	0	-0.0593750000000002	1	-0.110214269886036	-2.41046388209391	0.76342831817657	0.0204285397720712	0.771499889202249	0	2.285999556809	0	-0.906303290477132	1	"C16H8N2O15S7"
92.3625	1477.8	-2677.39970894313	-8585.65	-9464.63455381489	-78.3581250000001	-101.331584929253	465.116279069768	0.0384362113584073	-1	-62	16	2	4	0	104	82	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21	16	2	4	0	22	0	-20.5	0	-0.0625	-0.9125	0	-0.075	0.25	0	0.574999999999999	0	-0.23125	1	-0.100936211358407	-1.71966043852655	0.614979381734517	0.00187242271681465	0.403744845433629	0	1.42059664988496	0	-1.01919233284735	1	"C16H8N2O2S4"
88.8	1420.8	-2814.30739565358	-8397.2	-9435.99992723578	-66.5800000000001	-99.5419207680585	465.116279069767	0.0387425138958009	-1	-64	16	2	6	0	106	80	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-24	16	2	6	0	26	0	-20	0	-0.0625	-1.1	0	-0.075	0.375	0	0.824999999999999	0	-0.2	1	-0.101242513895801	-2.02982033349922	0.619880222332815	0.00248502779160185	0.607455083374806	0	1.83230536129082	0	-0.974850277916019	1	"C16H8N2O8S6"
40.70625	651.3	-2105.51519151035	-5853.125	-6492.38649368356	-5.58754716981142	-24.2829304756513	465.116279069767	0.067900047081763	-1	-43	16	2	1	0	69	53	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-16.5	16	2	1	0	16	0	-13.25	0	-0.0792452830188679	-0.90754716981132	0.267924528301887	-0.0415094339622642	0.0792452830188679	0	0.467924528301886	0	0	1	-0.147145330100631	-2.02789794666041	1.3543252816101	0.0942906602012619	0.147145330100631	0	1.55432528161009	0	-0.89967562383336	1	"C16H8N2O9S"
104.83125	1677.3	-2837.48429914013	-9245.225	-10204.1172405253	-119.5815625	-147.549252848656	465.116279069767	0.0311214599691097	-1	-67	16	2	5	0	113	89	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-22.5	16	2	5	0	24	0	-22.25	0	-0.0625	-1.00625	0	-0.075	0.3125	0	0.699999999999999	0	-0.340625	1	-0.0936214599691097	-1.70648284930497	0.497943359505756	-0.0127570800617806	0.468107299845549	0	1.44691503925863	0	-1.03307748431269	1	"C16H8N2OS5"
54.95625	879.3	-2436.86899848346	-6606.925	-7485.90955381489	3.34196721311471	-25.2152060702901	465.116279069767	0.0587638776339876	-1	-47	16	0	3	0	83	61	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-16.5	16	0	3	0	22	0	-15.25	0	-0.0688524590163934	-0.736065573770491	0.101639344262295	-0.2	0.20655737704918	0	0.714754098360655	0	0	1	-0.127616336650381	-1.70566955473129	1.0418613864061	-0.2	0.382849009951143	0	2.00755940630838	0	-0.896149133918312	1	"C16H8O13S3"
65.64375	1050.3	-2665.40743203568	-7172.275	-8211.07492723578	8.63970149253743	-24.5160252320949	465.116279069767	0.0536592660208495	-1	-53	16	0	5	0	93	67	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-19.5	16	0	5	0	26	0	-16.75	0	-0.0626865671641791	-0.822388059701492	0.0029850746268655	-0.2	0.313432835820895	0	0.829850746268656	0	0	1	-0.116345833185029	-1.86874374710806	0.861533330960458	-0.2	0.581729165925143	0	2.22499166281074	0	-0.89879270584923	1	"C16H8O15S5"
37.14375	594.3	-2322.33056493124	-5664.675	-6543.65955381489	-8.25764705882358	-48.6815356299897	465.116279069768	0.0636394268398331	-1	-42	16	0	3	0	73	51	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-16.5	16	0	3	0	22	0	-12.75	0	-0.0823529411764706	-0.958823529411764	0.317647058823529	-0.2	0.247058823529412	0	1.01176470588235	0	0	1	-0.145992368016304	-2.00887407226901	1.33587788826086	-0.2	0.437977104048911	0	2.41183209635868	0	-0.811402692207872	1	"C16H8O18S3"
95.925	1534.8	-2780.21508236402	-8774.1	-9732.99224052534	-90.1362500000001	-118.103940348656	465.116279069767	0.0356532020313603	-1	-60	16	0	4	0	108	84	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-18	16	0	4	0	24	0	-21	0	-0.0625	-0.725	0	-0.2	0.25	0	0.699999999999999	0	-0.2625	1	-0.0981532020313603	-1.36675763656448	0.570451232501764	-0.2	0.392612808125441	0	1.55567684875265	0	-1.01121724265857	1	"C16H8O4S4"
-0.0529411764705898	-0.900000000000027	-1878.73063769545	-3928.1	-4527.40765032834	-57.318125	-104.014179421416	465.116279069768	0.0797591309503935	-1	-31	17	2	0	0	47	32	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-15	17	2	0	0	15	0	-8	0	-0.13125	-1.56875	1.23125	0.0624999999999999	0	0	1.16875	0	0	1	-0.211009130950394	-2.7651369642559	2.58715522615669	0.222018261900787	0	0	2.3651369642559	0	-0.638073047603148	1	"C17H10N2O20"
112.270588235294	1908.6	-3125.58426275803	-10241.175	-11319.928770591	-144.17705882353	-175.670088291764	465.116279069768	0.025569612375122	-1	-69	17	0	5	0	126	99	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-19.5	17	0	5	0	27	0	-24.75	0	-0.0588235294117647	-0.747058823529411	0	-0.2	0.294117647058824	0	0.788235294117647	0	-0.405882352941177	1	-0.0843931417868867	-1.24566626484429	0.434683410377075	-0.2	0.421965708934434	0	1.47861482824594	0	-1.03873025922545	1	"C17H10O2S5"
124.005882352941	2108.1	-3285.66885295503	-10900.75	-12059.4114573015	-182.975588235294	-219.169069862966	465.116279069767	0.0203946278869099	-1	-74	17	0	6	0	135	106	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21	17	0	6	0	29	0	-26.5	0	-0.0588235294117647	-0.835294117647058	0	-0.2	0.352941176470588	0	0.905882352941176	0	-0.508823529411765	1	-0.0792181572986746	-1.26358130327217	0.346708674077469	-0.2	0.475308943792048	0	1.49732656166156	0	-1.04928116841488	1	"C17H10OS6"
78.7411764705882	1338.6	-2616.83049216702	-8356.675	-9155.75186710445	-33.324117647059	-48.3655645572604	465.116279069767	0.0455179127352549	-1	-52	17	0	1	1	99	79	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-12.5	17	0	1	1	20	0	-19.75	0	-0.0588235294117647	-0.335294117647058	0	-0.2	0.0588235294117647	0.0588235294117647	0.376470588235293	0	-0.111764705882353	1	-0.10434144214702	-0.904268026837744	0.773804516499333	-0.2	0.10434144214702	0.10434144214702	1.28682884294039	0	-1.01074348240364	1	"C17H14O3SP"
137.417647058824	2336.1	-3537.1149732177	-11654.55	-12973.0268307223	-227.316764705882	-272.91115065243	465.116279069767	0.0148157504740654	-1	-79	17	0	8	0	147	114	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-22	17	0	8	0	33	0	-28.5	0	-0.0588235294117647	-0.894117647058823	0	-0.2	0.470588235294118	0	1.14117647058823	0	-0.626470588235294	1	-0.0736392798858301	-1.22006415748826	0.251867758059111	-0.2	0.589114239086641	0	1.63009623623239	0	-1.04871947674616	1	"C17H14O4S8"
60.3	1025.1	-2370.97668519391	-7320.2	-7999.41533703878	6.11500000000002	-3.87346083880555	465.116279069767	0.0576595662054603	-1	-44	17	0	0	0	85	68	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-10	17	0	0	0	17	0	-17	0	-0.0617647058823529	-0.217647058823529	0.0499999999999998	-0.2	0	0	0.249999999999999	0	0	1	-0.119424272087813	-0.794242720878132	1.03021262549282	-0.2	0	0	1.23021262549282	0	-0.980212625492825	1	"C17H14O7"
63.6529411764706	1082.1	-2633.60743203568	-7508.65	-8427.58839717012	7.72599999999989	-15.4472291460291	465.116279069768	0.0533567882924529	-1	-50	17	0	2	2	93	70	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-15	17	0	2	2	23	0	-17.5	0	-0.06	-0.5	0.0199999999999999	-0.2	0.12	0.12	0.58	0	0	1	-0.113356788292453	-1.30035182438679	0.927065400971699	-0.2	0.226713576584906	0.226713576584906	1.80720613072642	0	-0.933743795117926	1	"C17H14O9S2P2"
149.152941176471	2535.6	-3697.1995634147	-12314.125	-13712.5095174328	-266.115294117647	-316.410132223633	465.116279069768	0.0108445610671835	-1	-83	17	0	9	0	156	121	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-22.5	17	0	9	0	35	0	-30.25	0	-0.0588235294117647	-0.923529411764705	0	-0.2	0.529411764705882	0	1.25882352941176	0	-0.729411764705882	1	-0.0696680904789482	-1.16753203577633	0.184357538142119	-0.2	0.627012814310534	0	1.63838316676319	0	-1.05745973698818	1	"C17H16O4S9"
137.417647058824	2336.1	-3537.1149732177	-11654.55	-12973.0268307223	-227.316764705882	-272.91115065243	465.116279069767	0.0148157504740654	-1	-78	17	0	8	0	147	114	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21	17	0	8	0	33	0	-28.5	0	-0.0588235294117647	-0.835294117647058	0	-0.2	0.470588235294118	0	1.14117647058823	0	-0.626470588235294	1	-0.0736392798858301	-1.14642487760243	0.251867758059111	-0.2	0.589114239086641	0	1.63009623623239	0	-1.04871947674616	1	"C17H16O5S8"
63.6529411764706	1082.1	-2393.88437190435	-7508.65	-8187.86533703878	7.72600000000004	-1.06384553814886	465.116279069767	0.0566756308793236	-1	-44	17	0	0	0	87	70	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-9	17	0	0	0	17	0	-17.5	0	-0.06	-0.14	0.0199999999999999	-0.2	0	0	0.219999999999999	0	0	1	-0.116675630879324	-0.650080677913913	0.983485724948501	-0.2	0	0	1.1834857249485	0	-0.991823540388163	1	"C17H16O7"
56.9470588235294	968.1	-2348.06899848346	-7131.75	-7810.96533703878	4.40636363636364	-6.85335585465354	465.116279069767	0.0586691789607719	-1	-42	17	0	0	0	83	66	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-9	17	0	0	0	17	0	-16.5	0	-0.0636363636363636	-0.172727272727272	0.0818181818181817	-0.2	0	0	0.281818181818181	0	0	1	-0.122305542597135	-0.700749883374219	1.0791942241513	-0.2	0	0	1.2791942241513	0	-0.968041452852736	1	"C17H16O9"
56.9470588235294	968.1	-2348.06899848346	-7131.75	-7810.96533703878	4.40636363636362	-6.85335585465355	465.116279069767	0.0586691789607719	-1	-41	17	0	0	0	83	66	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-8	17	0	0	0	17	0	-16.5	0	-0.0636363636363636	-0.109090909090909	0.0818181818181817	-0.2	0	0	0.281818181818181	0	0	1	-0.122305542597135	-0.578444340777083	1.0791942241513	-0.2	0	0	1.2791942241513	0	-0.968041452852736	1	"C17H18O10"
53.5941176470588	911.1	-2325.16131177302	-6943.3	-7622.51533703878	2.59093749999997	-10.0194943089921	465.116279069767	0.0597042793143887	-1	-40	17	0	0	0	81	64	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-8	17	0	0	0	17	0	-16	0	-0.065625	-0.125	0.115625	-0.2	0	0	0.315624999999999	0	0	1	-0.125329279314389	-0.602634234515109	1.13059774834461	-0.2	0	0	1.33059774834461	0	-0.95526846903022	1	"C17H18O11"
155.858823529412	2649.6	-3743.01493683559	-12691.025	-14089.4095174328	-288.285882352941	-338.580720458927	465.116279069767	0.00898089862845411	-1	-84	17	0	9	0	160	125	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21.5	17	0	9	0	35	0	-31.25	0	-0.0588235294117647	-0.864705882352941	0	-0.2	0.529411764705882	0	1.25882352941176	0	-0.788235294117647	1	-0.0678044280402188	-1.0577952028647	0.15267527668372	-0.2	0.610239852361969	0	1.57315498140766	0	-1.06888837625684	1	"C17H18O3S9"
144.123529411765	2450.1	-3582.93034663858	-12031.45	-13349.9268307223	-249.487352941177	-295.081738887724	465.116279069767	0.0127367394846495	-1	-79	17	0	8	0	151	118	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-20	17	0	8	0	33	0	-29.5	0	-0.0588235294117647	-0.776470588235294	0	-0.2	0.470588235294118	0	1.14117647058823	0	-0.685294117647059	1	-0.0715602688964142	-1.03120537792828	0.216524571239042	-0.2	0.572482151171314	0	1.56148887358167	0	-1.06102793244422	1	"C17H18O4S8"
152.505882352941	2592.6	-3720.10725012514	-12502.575	-13900.9595174328	-277.200588235294	-327.49542634128	465.116279069767	0.00990009736780407	-1	-83	17	0	9	0	158	123	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-21.5	17	0	9	0	35	0	-30.75	0	-0.0588235294117647	-0.86470588235294	0	-0.2	0.529411764705882	0	1.25882352941176	0	-0.758823529411765	1	-0.0687236267795688	-1.07755797576073	0.168301655252669	-0.2	0.618512641016119	0	1.60532693728491	0	-1.06325152347174	1	"C17H18O4S9"
70.3588235294118	1196.1	-2439.69974532524	-7885.55	-8564.76533703878	-5.6108823529413	-13.6016510239858	465.116279069767	0.0527176881418085	-1	-45	17	0	0	0	91	74	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-8	17	0	0	0	17	0	-18.5	0	-0.0588235294117647	-0.0705882352941174	0	-0.2	0	0	0.199999999999999	0	-0.0382352941176471	1	-0.111541217553573	-0.492329740428585	0.896200698410744	-0.2	0	0	1.09620069841074	0	-1.0135125247411	1	"C17H18O6"
67.0058823529412	1139.1	-2416.7920586148	-7697.1	-8376.31533703878	5.47441176470581	-2.51635690633865	465.116279069767	0.0552271378941386	-1	-44	17	0	0	0	89	72	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-8	17	0	0	0	17	0	-18	0	-0.0588235294117647	-0.0705882352941174	0	-0.2	0	0	0.199999999999999	0	-0.0088235294117649	1	-0.114050667305903	-0.512405338447226	0.938861344200356	-0.2	0	0	1.13886134420036	0	-1.00291201150626	1	"C17H18O7"
63.6529411764706	1082.1	-2393.88437190435	-7508.65	-8187.86533703878	7.72599999999991	-1.06384553814899	465.116279069768	0.0566756308793236	-1	-43	17	0	0	0	87	70	0	0	0	2	0	0	0	0	-4	-4	-1	0	-1	-8	17	0	0	0	17	0	-17.5	0	-0.06	-0.0799999999999997	0.0199999999999999	-0.2	0	0	0.219999999999999	0	0	1	-0.116675630879324	-0.533405047034588	0.983485724948501	-0.2	0	0	1.1834857249485	0	-0.991823540388163	1	"C17H18O8"
